,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
1358,141341,241.7,02050,POINT (-465459.7518374889 1300217.7122479286),2020,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15475.010136664054,20128.21995727103,21558.90606207833,139209.73375535075,137433.77570897905
1363,141674,2551.5,02068,POINT (152839.68123768858 1589263.5405970577),2018,6,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1092.111740406744,440.618774311013,241.89095129616047,5391.006144770524
1365,141729,10.0,02290,POINT (-128396.49882758319 1594116.9690072907),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,310.40123809728095,0.0,92.29155630613359,34714.42586091538,33443.94682905539
1366,141755,26.0,02164,POINT (-97377.06837625148 1192150.6498310461),2014,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65962.14915850463,48033.55426341816,0.0,56127.88943592269,67877.03994269235
1369,141978,28.4,02290,POINT (237312.74568088326 1729578.9789875385),2016,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,483.7580257005667,3256.9707802675757,2288.8133288467075,33681.464024474626
1372,142068,4156.6,02290,POINT (186988.5556559979 1903885.3261166238),2015,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1523.2345286789866,19743.45623879471,21787.364350144635,20723.22288133221
1376,142299,55.4,02070,POINT (-327266.0191879925 1030059.9474822254),2019,6,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416.9379429727093,101239.84349385103,117.67763114881126,159498.18535949916,308.005680635631
1382,142659,115.2,02290,POINT (-118056.94843907877 1597539.6566190552),2015,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,170.51857502631444,438.4336776437222,0.0,31171.87027568303,27951.144561712514
1383,142702,69.5,02240,POINT (589182.9781696269 1722783.3439695714),2021,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1412.594847265163,388.312963675407,1004.8772987298281,4116.248728014114
1385,142854,604.2,02240,POINT (459372.56121879315 1588403.2871014155),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1278.2224788530325,0.0,576.7363701124386,32.617260383894056,17150.687490236985
1388,142915,2732.9,02164,POINT (-273344.8327753092 799142.0078090283),2019,8,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186209.9604575621,38671.64457900971,32560.18671141018,388371.8915464864,206921.05080684798
1392,143074,876.4,02188,POINT (-151678.91709027725 1905861.7670598452),2018,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10992.88933431081,118627.76526725736,371.5742346150095,119214.82401144056,11826.927701845203
1393,143078,1340.9,02090,POINT (358649.1345543099 1659525.1613277227),2015,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255.12747827376882,372.6659579273196,311.0963546050408,0.0,31998.093421107456
1394,143148,2738.0,02290,POINT (-134238.78682472766 1363303.4937081577),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,606.0093467639495,78.23704753902346,17007.79124433514,16396.670371791668
1395,143186,34328.2,02290,POINT (120091.29412913644 1634512.0315462903),2019,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,848.9178553871984,0.0,73.59374912720011,8048.101542709657,7654.32263273784
1396,143187,45.2,02240,POINT (597078.354136851 1731861.9291298839),2016,4,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2688.114394257078,928.5495143141507,2000.3412490269316,3211.942290738455
1397,143195,42402.8,02290,POINT (-197629.04906683447 1647102.5989683967),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4405.24338389253,13606.659473008467,0.0,5394.271190613647,5937.64933433685
1401,143472,359.7,02180,POINT (-854700.6297158044 1617930.879933512),2016,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342336.98480930703,383847.75982758036,312866.1918347544,532860.2082966713,531183.8730150708
1403,143625,88.9,02290,POINT (260888.8389364164 1633007.1719468548),2022,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,838.764814853496,711.1803640982578,529.9178756755165,392.8500684943441
1408,144195,41.8,02290,POINT (451355.0174320073 1906542.4628333212),2022,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9716.74939015384,3386.14779902138,0.0,539.497496018761,2918.076614192421
1409,144214,925.2,02290,POINT (450784.8052881928 1919599.4078362652),2022,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5222.371716627051,6415.727150780077,0.0,565.7985866000354,1017.2967746899701
1410,144238,4861.3,02290,POINT (-189717.01243591378 1780790.8632393598),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10209.874839404378,11256.5204793198,0.0,10364.984862476007,11631.276983482507
1411,144252,505.3,02188,POINT (-230580.43186369652 1808093.009497089),2020,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12642.597140584645,54939.7153484364,2324.623289867308,57292.31259813638,12041.069875819267
1423,144916,180.7,02290,POINT (-124607.91005536972 1347440.8551027304),2018,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,34.25367687563282,156.57470374282968,6532.653261520329,4928.139924842302
1424,144925,798.0,02261,POINT (464083.12052766304 1468536.9310871202),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,74171.28481433986,714.1786565090517,71023.313414036,70047.10418907389
1426,145010,21.0,02290,POINT (338191.44294804765 1830539.43776778),2022,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11998.311356367625,4176.539898820019,1305.0401843857999,0.0,125.61567141388859
1429,145249,30.3,02164,POINT (-116545.17215811237 1025537.877222023),2019,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98490.29239138657,44046.145056172114,385.6348010203806,182761.92074420894,137825.5876454984
1432,145487,128617.0,02290,POINT (-31134.032507809065 1768069.642261589),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11197.213107316851,2319.8646818626257,19802.426819935645,2069.434890287441
1434,145526,46714.6,02290,POINT (505543.9765982241 1821274.8999329766),2017,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4367.037443561945,1436.6488262027813,5171.149684827736,9915.54821450225
1437,145813,62.0,02240,POINT (339679.8000815562 1590854.873076307),2016,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1087.2141547684425,103.59217858044768,0.0,1678.6310534575434,3176.245750596453
1438,145847,44363.6,02290,POINT (-62764.017244526825 1703549.9812681472),2018,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1121.4459874579147,8872.120447445375,2079.670294016864,9029.926929443858
1442,145994,39305.8,02290,POINT (546436.3445716004 1893145.2487906085),2019,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3561.4021355624695,1412.167811393562,2613.645886224361,21226.03149217943
1448,146331,360.0,02290,POINT (-126678.89676003683 1593479.0655160956),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,107.95314544436529,216.93183008991454,0.0,35130.618019698784,33943.901043604434
1449,146365,4478.5,02188,POINT (-70794.39554330392 1909930.6886396615),2016,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6850.863746926022,125418.25404729389,12711.546534068784,125138.84797576713,10704.309919023053
1456,146559,6110.0,02050,POINT (-259501.1651159893 1333858.072658996),2015,6,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,564.682398859136,4246.705709241136,0.0,43995.040654523495,45239.90675247711
1457,146606,26.1,02290,POINT (213153.92916300846 1804987.3393214087),2020,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15254.504958292411,3150.034287427138,523.8159242728541,0.0,2366.4592265729043
1458,146658,159.3,02240,POINT (596830.5782938323 1756346.5115014906),2016,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.71740005965716,6526.022546823954,2137.720171539117,2237.6622606627902,12882.574763654151
1461,146734,65.2,02188,POINT (-160145.59538024233 1839806.329358442),2018,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169.58031047362212,52572.104176277695,3855.7023754462107,53114.0563930887,1729.9591558790783
1470,147130,442.8,02290,POINT (-170509.44939528342 1617017.920567046),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1103.8318461253964,726.4320577153804,0.0,18583.408235628864,563.7641432007655
1471,147134,509.0,02290,POINT (28198.290960064987 1651321.048860373),2015,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,312.66253390443427,1064.373783125272,1187.480464599991,4972.60156109923
1472,147201,25117.0,02290,POINT (124760.73713434741 1765160.278469353),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,956.5503490964785,0.0,2739.422900338295,1470.9975295653094,31733.711051373517
1473,147203,49.1,02261,POINT (492075.6030621492 1450152.8162184532),2016,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,79314.52615425987,212.31603013603166,66872.64661013073,66113.57539376596
1475,147244,13.7,02240,POINT (376441.46931161196 1575969.9292663974),2016,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5393.860087080444,5288.462627467807,0.0,4943.652224771024,28041.443812334914
1478,147346,2902.3,02240,POINT (593743.9192418456 1716475.613845535),2015,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179.74318684788886,2334.537801910555,105.12324605417909,0.0,5436.141441163954
1479,147383,2610.0,02290,POINT (-170309.43672057567 1771289.0273538337),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1961.4612487508382,1542.5451505217952,0.0,1378.503991736992,4848.742910809444
1482,147492,890.7,02158,POINT (-401586.18676610675 1372027.2367371148),2020,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,338.91637837638444,367.8002602772591,0.0,55945.80290309881,56192.83311181033
1483,147504,330.2,02050,POINT (-289039.2543945618 1216964.864727709),2019,6,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174.5267385481997,12043.101042044762,113.57031788328233,27640.035931647417,1924.3856290765834
1492,148355,66267.9,02290,POINT (106634.08482412464 1633814.2081056768),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,460.0111744883387,239.80774501246634,0.0,12156.58784111722,20347.67328046824
1493,148477,10.0,02290,POINT (364876.82598928583 1853043.667202738),2015,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29237.36317378723,6290.09573902971,0.0,327.62829963431176,1714.34797253797
1500,148649,2518.6,02060,POINT (-138139.17025911645 985499.2925383035),2015,6,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60486.30425160935,53792.11315846372,206.59492350553168,209709.4639898195,138614.00700146667
1501,148665,16869.2,02290,POINT (-94450.02907026258 1558340.1896415104),2015,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2477.67326710137,129.52523211911478,55640.887881719274,53400.22058805463
1504,148962,10.2,02090,POINT (346777.04604459833 1722499.7147938386),2017,6,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.44770935453992,1096.0005527025014,0.0,576.8061426022552,64433.56992083547
1505,148965,59.6,02090,POINT (271202.74965824716 1700470.3876496174),2022,6,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117.46900421280573,0.0,168.32545077969473,1508.9346961778829,30132.406624958865
1506,149020,1306.93,02188,POINT (-52057.56866112948 1852060.2538359086),2022,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,71945.09968452212,1319.0213790525959,74968.67899266213,447.02103161638746
1507,149079,2233.0,02240,POINT (406294.0862878345 1583141.892726016),2017,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,489.9961411053576,1879.9892131279541,143.9758693117668,0.0,2767.9356724957397
1511,149194,475.3,02290,POINT (-141071.72936883042 1542297.734053431),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,600.4463821000211,1067.8394255912312,0.0,10553.27063116958,4777.778237247078
1513,149261,91.0,02150,POINT (78375.37734829076 839632.2075514473),2017,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193764.5912536718,7768.096876733354,44573.356332291274,247221.9972688594,247263.88115156867
1514,149272,669.7,02240,POINT (549801.9658683544 1515164.1211783618),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,626.2210245956571,970.6199846749067,101.8252518002808,0.0,3513.6838783096423
1519,149493,17.6,02290,POINT (446932.4832341951 1786467.4342764136),2022,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.693523861027982,7526.7875338759795,0.0,2814.6199554266077,1622.7354805147302
1522,149564,372.0,02240,POINT (561844.2185361431 1649622.0063682892),2015,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131.4358262331885,37.21838646882381,2.9936317107640207,219.2389755940587,72616.18442716268
1530,149822,1033.1,02290,POINT (-3712.012071590266 1419696.5027464693),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,214.81817312649792,0.0,282.5529607314759,190.88933370598562,500.0524058911064
1531,149890,103268.0,02290,POINT (531524.7851408909 1837779.3036220036),2019,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2295.220673889293,2013.634062339874,5860.558055428695,9028.056368314183
1533,149907,65.5,02170,POINT (118799.8378138303 1355507.0531988835),2022,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180.7322084601719,0.0,3013.3774798263357,31497.585904833093,100146.43744267421
1534,149928,70.4,02013,POINT (-407454.3716514468 612034.8728422027),2022,5,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72604.21267493161,44631.4436945383,7807.895652750352,583982.5519236613,391332.472343842
1536,149954,7680.0,02180,POINT (-374240.6221124571 1504313.4084807541),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4036.6099000179306,8937.612469078636,8059.926544629138,57032.47882858373,57502.06709592526
1543,150235,76.5,02188,POINT (-421192.0559149347 2003624.253039344),2018,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,177295.48627797773,324396.4533975334,45726.74039385465,327794.35943612695,271075.8015337565
1545,150337,1541.3,02188,POINT (-326828.5497933772 1818079.5465632444),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95036.21376069835,150173.7125660012,31673.140448801565,151670.5478521736,103148.80883811097
1548,150377,111193.8,02290,POINT (12998.30115855946 1570669.008988479),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,688.7078526212725,64.68244714785598,49347.44648286372,51010.918334133756
1549,150391,16944.0,02290,POINT (-4201.816364431002 1476398.031092617),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,323.62941214264174,322.34887388741953,0.0,2255.84817115055,2559.665866730615
1551,150517,84.5,02170,POINT (211487.6117003689 1359024.3759173546),2019,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1348.1469787968035,0.0,3010.0630391849095,18501.271644956712,83670.03114141968
1554,150622,86.9,02188,POINT (-361522.15570025065 1929783.202708125),2021,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115522.73819844607,231142.73121112358,20307.110929163933,234346.76006749782,177495.9528667885
1559,150876,2828.1,02090,POINT (415173.27507900266 1685028.9939381198),2021,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.72492099733788,0.0,220.07209397127943,455.9375099965258,74165.56971991075
1560,150900,1110.0,02050,POINT (-175426.2172520087 1338872.1574680803),2016,7,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.7185302958857,1886.996097135207,0.0,36127.780714156,34949.02324182463
1562,151143,2870.3,02185,POINT (-197421.28631017162 2205365.4169569225),2017,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,251870.19627006608,418995.4202782184,235437.1819928285,420341.0497325809,292889.83889501914
1563,151185,1285.1,02090,POINT (300443.4920698743 1649340.0404917018),2020,5,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,707.7554293721835,391.6331105669504,0.0,915.2599424309361,1429.4020988300176
1564,151188,30678.1,02290,POINT (41966.55284900154 1596936.321957274),2015,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1687.0116095848286,3030.3962001680993,0.0,47585.849867446144,44601.19015478486
1569,151418,1542.4,02290,POINT (479057.057142375 1970506.3582356977),2020,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3409.0381117737993,1243.9242994297333,1738.3023390680567,16666.812952093518
1575,151624,213.0,02050,POINT (-276765.7108770646 1291880.9621862227),2018,6,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2897.8707069014613,11053.05789163431,52730.97494989845,32920.785383209564
1579,151800,185.5,02240,POINT (585547.861031281 1765462.2207445418),2019,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,5041.089888778817,3110.1868783914233,2238.460072696969,13084.977767630084
1581,151852,20081.0,02240,POINT (649878.8641601066 1510940.9601538233),2019,5,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121.39341110156882,1433.76750800755,0.0,1449.5499874414409,31770.06991909843
1585,152005,28652.6,02290,POINT (516787.48626083735 1924478.3900296679),2018,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3199.0607974360646,2532.888916892528,6484.314397543662,15780.36691116902
1590,152202,131.2,02090,POINT (354031.53827203304 1655766.8962058176),2019,6,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.65952767399467,0.0,540.0228867705605,220.96124474126987,26054.79970810807
1598,152502,51.3,02164,POINT (-65398.69733206225 1123291.7162789372),2019,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30668.288049474766,28762.131476144306,1186.2349266531583,131934.18421858712,141819.8293594244
1600,152549,592.4,02164,POINT (-48326.97824072897 1172375.1446174989),2019,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25382.347750841564,2073.583709319045,159.0252655331182,97536.22163673434,102026.2486969422
1602,152671,13030.3,02158,POINT (-547146.981574899 1311798.0983568435),2020,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8078.663776127178,12465.494303303232,12311.944323671627,211118.99091746865,210150.228688052
1609,152948,545.7,02188,POINT (-48621.58123220512 1846509.3384739703),2018,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,67736.88007957548,828.7880683354102,71039.15782993851,508.7747054467351
1611,153015,920.8,02050,POINT (-50369.1441509395 1301668.949516888),2016,7,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11190.179366605522,3256.1524641662577,0.0,12659.849362697641,13141.872219904959
1612,153057,418.7,02290,POINT (160735.01961630362 1840266.943303381),2021,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1917.6552694962322,1568.417416218237,2869.668853849829,15722.809780409449
